,name,id,tags,val/llmse_climax,checkpoint_path
67,TaiESM1_climax_frozen_tas_run-02ClimaX_adamw_4bs_0.0005lr_1e-05wd_22201seed_10h09m_on_Jan_11_puq9lsmw,puq9lsmw,"['TaiESM1', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.0749142549547899,/network/scratch/c/charlotte.lange/neurips23/causalpaca/runs/emulator/puq9lsmw/checkpoints/epoch=49-step=2950.ckpt
69,NorESM2-MM_climax_frozen_tas_run-02ClimaX_adamw_4bs_0.0005lr_1e-05wd_7seed_09h52m_on_Jan_11_hrdqo6sd,hrdqo6sd,"['NorESM2-MM', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.08301749601090695,/network/scratch/c/charlotte.lange/neurips23/causalpaca/runs/emulator/hrdqo6sd/checkpoints/epoch=49-step=2950.ckpt
73,MRI-ESM2-0_climax_frozen_tas_run-02ClimaX_adamw_4bs_0.0005lr_1e-05wd_22201seed_09h18m_on_Jan_11_20tykiwq,20tykiwq,"['MRI-ESM2-0', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.08108293335798172,/network/scratch/c/charlotte.lange/neurips23/causalpaca/runs/emulator/20tykiwq/checkpoints/epoch=49-step=2950.ckpt
75,MPI-ESM1-2-HR_climax_frozen_tas_run-02ClimaX_adamw_4bs_0.0005lr_1e-05wd_7seed_09h01m_on_Jan_11_1icla5f2,1icla5f2,"['MPI-ESM1-2-HR', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.08891919086468691,/network/scratch/c/charlotte.lange/neurips23/causalpaca/runs/emulator/1icla5f2/checkpoints/epoch=49-step=2950.ckpt
76,INM-CM5-0_climax_frozen_tas_run-02ClimaX_adamw_4bs_0.0005lr_1e-05wd_7seed_08h35m_on_Jan_11_iwu0es1s,iwu0es1s,"['INM-CM5-0', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.07821527003251641,/network/scratch/c/charlotte.lange/neurips23/causalpaca/runs/emulator/iwu0es1s/checkpoints/epoch=49-step=2950.ckpt
79,INM-CM4-8_climax_frozen_tas_run-02ClimaX_adamw_4bs_0.0005lr_1e-05wd_7seed_08h10m_on_Jan_11_icobhsed,icobhsed,"['INM-CM4-8', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.07411336792090861,/network/scratch/c/charlotte.lange/neurips23/causalpaca/runs/emulator/icobhsed/checkpoints/epoch=49-step=2950.ckpt
84,GFDL-ESM4_climax_frozen_tas_run-02ClimaX_adamw_4bs_0.0005lr_1e-05wd_3423seed_07h28m_on_Jan_11_v5md2q0e,v5md2q0e,"['GFDL-ESM4', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.19761994898876517,/network/scratch/c/charlotte.lange/neurips23/causalpaca/runs/emulator/v5md2q0e/checkpoints/epoch=49-step=2950.ckpt
87,FGOALS-f3-L_climax_frozen_tas_run-02ClimaX_adamw_4bs_0.0005lr_1e-05wd_3423seed_07h02m_on_Jan_11_fprd2f35,fprd2f35,"['FGOALS-f3-L', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.12928601078235716,/network/scratch/c/charlotte.lange/neurips23/causalpaca/runs/emulator/fprd2f35/checkpoints/epoch=49-step=2950.ckpt
88,EC-Earth3-Veg-LR_climax_frozen_tas_run-02ClimaX_adamw_4bs_0.0005lr_1e-05wd_7seed_06h54m_on_Jan_11_3110polx,3110polx,"['EC-Earth3-Veg-LR', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.11458526085384169,/network/scratch/c/charlotte.lange/neurips23/causalpaca/runs/emulator/3110polx/checkpoints/epoch=49-step=2950.ckpt
92,EC-Earth3_climax_frozen_tas_run-02ClimaX_adamw_4bs_0.0005lr_1e-05wd_22201seed_06h20m_on_Jan_11_0wwb19iu,0wwb19iu,"['EC-Earth3', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.10938694621634622,/network/scratch/c/charlotte.lange/neurips23/causalpaca/runs/emulator/0wwb19iu/checkpoints/epoch=49-step=2950.ckpt
95,CNRM-CM6-1-HR_climax_frozen_tas_run-02ClimaX_adamw_4bs_0.0005lr_1e-05wd_22201seed_05h55m_on_Jan_11_99vzegl9,99vzegl9,"['CNRM-CM6-1-HR', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.11478560215663684,/network/scratch/c/charlotte.lange/neurips23/causalpaca/runs/emulator/99vzegl9/checkpoints/epoch=49-step=2950.ckpt
99,CAS-ESM2-0_climax_frozen_tas_run-02ClimaX_adamw_4bs_0.0005lr_1e-05wd_3423seed_05h21m_on_Jan_11_318hjseo,318hjseo,"['CAS-ESM2-0', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.0880021707804823,/network/scratch/c/charlotte.lange/neurips23/causalpaca/runs/emulator/318hjseo/checkpoints/epoch=49-step=2950.ckpt
101,BCC-CSM2-MR_climax_frozen_tas_run-02ClimaX_adamw_4bs_0.0005lr_1e-05wd_22201seed_05h04m_on_Jan_11_v3s8igyn,v3s8igyn,"['BCC-CSM2-MR', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.0866099537398976,/network/scratch/c/charlotte.lange/neurips23/causalpaca/runs/emulator/v3s8igyn/checkpoints/epoch=49-step=2950.ckpt
103,AWI-CM-1-1-MR_climax_frozen_tas_run-02ClimaX_adamw_4bs_0.0005lr_1e-05wd_7seed_04h47m_on_Jan_11_n6002nel,n6002nel,"['AWI-CM-1-1-MR', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.12428770323462893,/network/scratch/c/charlotte.lange/neurips23/causalpaca/runs/emulator/n6002nel/checkpoints/epoch=49-step=2950.ckpt
108,NorESM2-LM_climax_frozen_tas_run-02ClimaX_adamw_4bs_0.0005lr_1e-05wd_3423seed_04h05m_on_Jan_11_j7otlyy4,j7otlyy4,"['NorESM2-LM', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.08397904723353625,/network/scratch/c/charlotte.lange/neurips23/causalpaca/runs/emulator/j7otlyy4/checkpoints/epoch=49-step=2950.ckpt
109,TaiESM1_conv_lstm_tas_run-02CNNLSTM_ClimateBench_adam_4bs_0.0002lr_1e-06wd_7seed_21h34m_on_Jan_09_9p06x00c,9p06x00c,"['TaiESM1', 'conv_lstm', 'run2', 'single_emulator', 'tas+pr']",0.225048083018815,/network/scratch/c/charlotte.lange/neurips23/causalpaca/runs/emulator/9p06x00c/checkpoints/epoch=49-step=2950.ckpt
